price,drive
24990,fwd
3500,rwd
2550,rwd
8000,4wd
11995,4wd
10995,fwd
34999,4wd
38742,4wd
38990,rwd
18753,rwd
34495,4wd
27000,4wd
27995,rwd
32590,4wd
6949,4wd
13699,fwd
14990,fwd
17590,fwd
22995,fwd
25500,4wd
5500,fwd
5195,rwd
25695,4wd
7850,fwd
21999,rwd
6950,fwd
26995,fwd
10995,fwd
6595,rwd
6000,4wd
27990,fwd
1900,fwd
16995,fwd
16000,rwd
15372,rwd
3100,rwd
21590,rwd
12999,4wd
9995,fwd
28590,4wd
14499,rwd
31351,rwd
42999,4wd
5995,fwd
28163,4wd
14980,fwd
3000,fwd
21583,rwd
33994,4wd
37990,4wd
7850,4wd
29900,4wd
33480,4wd
10495,4wd
31950,4wd
2000,fwd
99,4wd
36999,4wd
37991,4wd
6995,fwd
28998,rwd
5500,fwd
9977,fwd
9990,4wd
6500,fwd
7900,rwd
21695,fwd
14900,4wd
25977,4wd
26500,rwd
10495,rwd
16800,4wd
9999,fwd
16000,rwd
68000,rwd
32900,4wd
21990,rwd
10495,fwd
13900,fwd
19990,rwd
515,rwd
17590,fwd
16999,fwd
15999,fwd
2995,rwd
2988,4wd
27888,4wd
3750,4wd
6000,4wd
5999,fwd
38500,rwd
17990,fwd
5900,4wd
5000,4wd
2200,fwd
3000,rwd
11995,4wd
30900,4wd
3000,4wd
49999,4wd
11975,4wd
17995,fwd
9000,4wd
477,4wd
59990,4wd
6195,fwd
21990,rwd
14950,fwd
15995,4wd
21638,rwd
26990,4wd
15918,fwd
1600,fwd
24999,4wd
9995,fwd
9399,rwd
3999,fwd
39000,4wd
22999,rwd
7990,4wd
10990,4wd
24900,rwd
27995,4wd
36990,4wd
5723,fwd
11381,fwd
29990,4wd
6000,rwd
6000,4wd
29995,4wd
13488,fwd
3600,fwd
4000,fwd
9995,4wd
4275,fwd
5975,fwd
13995,fwd
15495,fwd
5399,4wd
43990,4wd
19499,4wd
4995,fwd
9995,fwd
31371,4wd
10950,4wd
39590,4wd
29997,4wd
22900,4wd
34000,4wd
4900,fwd
16901,4wd
13999,rwd
37990,4wd
18990,4wd
29990,rwd
6995,fwd
27500,fwd
31495,4wd
13967,fwd
39590,4wd
5000,4wd
6900,fwd
35998,4wd
4995,rwd
64900,4wd
14777,fwd
38975,4wd
13995,fwd
11499,fwd
29990,rwd
28999,4wd
39500,4wd
11988,fwd
5590,fwd
14590,fwd
13500,4wd
36990,4wd
9500,4wd
16985,rwd
15995,fwd
42990,fwd
7995,fwd
18495,4wd
6950,fwd
5500,rwd
15500,4wd
3500,fwd
24775,4wd
38590,4wd
10900,fwd
37990,rwd
7499,fwd
13995,4wd
192,4wd
3195,4wd
15288,4wd
14995,fwd
65750,4wd
2470,fwd
20990,fwd
24900,rwd
124900,rwd
10900,4wd
25590,rwd
10500,fwd
10990,fwd
19990,fwd
14753,fwd
7495,4wd
2600,rwd
25990,rwd
38995,4wd
16900,fwd
5990,fwd
20790,4wd
8750,4wd
22998,rwd
233,fwd
34990,rwd
21500,4wd
11950,rwd
4250,rwd
13990,fwd
37990,rwd
31590,4wd
44999,4wd
52944,4wd
17990,4wd
24990,4wd
30990,rwd
18990,fwd
6550,fwd
4495,4wd
6100,rwd
16500,4wd
49990,4wd
18998,fwd
4150,4wd
2000,fwd
18566,fwd
650,fwd
39692,4wd
26990,fwd
39999,4wd
8999,fwd
22900,4wd
50995,4wd
20990,fwd
18910,4wd
30000,4wd
5200,4wd
18700,fwd
49498,4wd
12000,4wd
7500,rwd
11491,fwd
13995,rwd
15522,4wd
10995,rwd
44999,4wd
32995,4wd
24990,fwd
16990,fwd
12800,4wd
21695,rwd
32990,4wd
45000,4wd
17590,fwd
37998,4wd
73932,4wd
32988,4wd
6995,fwd
8995,4wd
23995,fwd
19798,4wd
13990,fwd
124,rwd
73981,4wd
5200,rwd
33990,4wd
15590,fwd
5000,4wd
24900,4wd
9000,4wd
11995,fwd
39590,rwd
3999,fwd
13267,fwd
6950,fwd
31990,4wd
20990,4wd
98000,rwd
19990,fwd
38912,4wd
7990,fwd
11950,rwd
16495,4wd
3999,fwd
40995,4wd
15950,4wd
3995,fwd
7900,4wd
23999,4wd
37990,rwd
36990,4wd
43590,4wd
6298,fwd
42998,4wd
6395,4wd
2999,fwd
12099,4wd
34990,4wd
3450,4wd
12995,fwd
20900,rwd
9750,4wd
1800,fwd
1895,fwd
33980,4wd
26249,4wd
16590,fwd
40990,4wd
24900,rwd
39900,rwd
541,4wd
31990,4wd
33990,rwd
999,fwd
4950,rwd
53999,4wd
15489,4wd
31999,rwd
16850,fwd
16590,fwd
8016,fwd
13000,4wd
25000,rwd
18981,4wd
47980,4wd
7495,fwd
38000,4wd
10999,rwd
38500,rwd
5000,rwd
23590,rwd
6700,fwd
42250,rwd
4999,rwd
6500,rwd
19999,4wd
9000,4wd
24699,fwd
40590,4wd
10995,4wd
7995,4wd
12500,4wd
6500,rwd
46999,4wd
10900,fwd
2900,4wd
8999,rwd
22865,fwd
14675,fwd
8800,fwd
4250,fwd
19995,4wd
29510,4wd
23990,4wd
6995,fwd
46995,4wd
5995,fwd
6800,fwd
12700,fwd
21750,4wd
6450,4wd
69999,4wd
26995,4wd
31590,4wd
34995,4wd
5900,fwd
19999,4wd
3000,4wd
39900,rwd
9950,4wd
34590,4wd
10950,rwd
50100,fwd
6490,fwd
8995,fwd
8990,rwd
14995,rwd
10900,4wd
41777,fwd
27000,4wd
20990,fwd
23990,fwd
42990,4wd
4495,fwd
21831,fwd
7495,fwd
2100,fwd
34990,rwd
4900,fwd
4200,fwd
7300,fwd
18799,4wd
39590,rwd
5991,fwd
19990,fwd
18990,fwd
4999,fwd
8995,fwd
17989,fwd
2500,fwd
500,4wd
1,4wd
11900,fwd
14900,fwd
26900,rwd
27950,4wd
8900,4wd
40128,4wd
42999,4wd
15222,fwd
435,fwd
3900,fwd
9995,rwd
6998,rwd
34149,4wd
31590,fwd
46998,rwd
35888,4wd
42998,4wd
15590,fwd
34990,fwd
24975,fwd
3600,fwd
14999,fwd
1895,fwd
13998,rwd
24990,4wd
15988,fwd
22590,rwd
4500,rwd
6499,4wd
14000,4wd
8999,fwd
49000,4wd
3500,fwd
69433,4wd
4500,rwd
8950,fwd
42999,4wd
12295,fwd
12700,4wd
19791,fwd
4000,4wd
12500,fwd
18995,4wd
9400,fwd
12500,rwd
7500,fwd
18000,4wd
3300,rwd
99,4wd
12999,fwd
9500,4wd
34839,4wd
10995,fwd
1,4wd
5900,rwd
3500,4wd
12995,4wd
34541,4wd
6250,rwd
18969,fwd
14985,fwd
39000,4wd
55944,4wd
20498,4wd
38590,rwd
7400,4wd
12000,4wd
594,4wd
28998,rwd
12970,rwd
116,fwd
15990,fwd
8494,fwd
10500,rwd
14969,fwd
12995,4wd
15995,fwd
2500,4wd
12995,4wd
12195,fwd
29990,4wd
21995,4wd
17590,fwd
32825,4wd
59999,4wd
18989,4wd
15249,fwd
9257,fwd
23995,4wd
27999,4wd
429,4wd
49038,4wd
34685,fwd
3500,fwd
17590,fwd
44590,4wd
6500,4wd
19900,4wd
4899,fwd
4500,rwd
17649,fwd
69988,4wd
12455,fwd
33990,4wd
8500,rwd
16590,fwd
16749,fwd
6800,rwd
22995,4wd
20990,4wd
12500,fwd
3500,fwd
43995,4wd
20590,rwd
869,4wd
29495,4wd
16990,fwd
21500,4wd
4900,fwd
8200,4wd
2995,fwd
39990,rwd
5500,fwd
27590,4wd
12000,4wd
21590,fwd
14747,4wd
24995,4wd
18590,fwd
1200,rwd
1500,fwd
5000,4wd
17000,4wd
15000,rwd
32499,4wd
15000,rwd
62543,4wd
32590,rwd
14990,fwd
9200,fwd
23900,rwd
16500,rwd
29495,4wd
1200,4wd
13900,rwd
5495,fwd
7995,4wd
32500,4wd
19995,4wd
45990,rwd
9700,fwd
5500,rwd
7795,fwd
10995,4wd
34000,fwd
11990,fwd
3995,fwd
7450,4wd
9000,fwd
16988,fwd
20902,fwd
39990,fwd
15995,rwd
6000,fwd
217,4wd
6495,fwd
27900,rwd
22495,4wd
14990,4wd
15990,fwd
40426,4wd
7800,fwd
17999,fwd
10999,fwd
33500,4wd
34990,rwd
1,4wd
15000,fwd
25900,rwd
5000,rwd
2700,fwd
14900,4wd
3500,fwd
26900,rwd
25999,4wd
9500,fwd
32995,rwd
11900,fwd
29990,4wd
19995,rwd
31990,rwd
10990,fwd
22990,fwd
47990,4wd
17590,fwd
47999,4wd
10300,rwd
5850,fwd
19995,4wd
51900,4wd
29990,4wd
13495,fwd
110000,rwd
24995,4wd
5995,4wd
999,rwd
7300,rwd
11667,fwd
20900,4wd
16490,4wd
5999,fwd
20998,fwd
79999,4wd
15590,fwd
33899,4wd
32590,fwd
18895,4wd
24977,rwd
10950,fwd
3200,rwd
45000,rwd
13282,fwd
7400,4wd
15452,fwd
30990,rwd
42111,4wd
35990,4wd
19990,fwd
24590,rwd
2300,4wd
27988,rwd
4800,fwd
15999,rwd
36988,rwd
29590,fwd
15950,4wd
19990,4wd
900,fwd
11000,fwd
7865,4wd
7995,rwd
4999,fwd
31590,fwd
27590,fwd
14995,4wd
16000,rwd
30000,rwd
32990,rwd
7000,rwd
28995,4wd
13995,4wd
12990,fwd
8900,fwd
14450,fwd
40590,4wd
34995,rwd
63999,4wd
7450,fwd
58944,4wd
32827,rwd
19990,fwd
1000,fwd
9000,rwd
16988,rwd
35738,4wd
12500,rwd
24400,4wd
11995,fwd
28000,4wd
3150,fwd
28990,rwd
28888,rwd
8990,4wd
25488,rwd
2800,fwd
1800,fwd
8500,fwd
11900,fwd
9500,4wd
11998,rwd
43998,4wd
42590,rwd
175,fwd
31991,4wd
10988,rwd
55410,fwd
37900,4wd
9995,rwd
13497,fwd
6995,fwd
3900,fwd
15599,fwd
23000,rwd
15995,fwd
3949,fwd
24000,4wd
1,rwd
43999,4wd
82900,4wd
36990,4wd
41998,4wd
3700,4wd
15953,fwd
43990,fwd
8000,rwd
1,rwd
15599,4wd
12995,4wd
46990,rwd
18950,4wd
23995,4wd
31309,4wd
23990,4wd
16500,fwd
61999,4wd
3000,fwd
7500,fwd
3250,fwd
14990,fwd
17590,fwd
17590,fwd
72777,4wd
58995,4wd
8800,fwd
32987,rwd
10295,fwd
9000,4wd
11931,4wd
14700,rwd
37995,rwd
11998,fwd
27500,4wd
28990,fwd
21990,rwd
269,fwd
25998,fwd
11237,fwd
59900,rwd
5900,4wd
3990,fwd
2999,4wd
5500,fwd
30995,fwd
21990,rwd
22950,rwd
6500,fwd
12990,fwd
29990,rwd
29990,4wd
30990,rwd
7950,fwd
25484,rwd
38732,4wd
6999,fwd
3500,fwd
31590,rwd
5999,rwd
16590,fwd
8495,4wd
16999,4wd
15590,fwd
11950,4wd
15997,4wd
527,4wd
32999,4wd
4999,fwd
3800,fwd
52880,4wd
9000,4wd
4999,fwd
27990,4wd
4995,fwd
8500,fwd
17799,fwd
6995,4wd
22599,4wd
15995,4wd
34590,4wd
13500,rwd
8500,fwd
44999,4wd
21995,4wd
23590,rwd
3999,fwd
13995,4wd
38590,4wd
12590,fwd
17390,fwd
10999,fwd
17777,fwd
6880,fwd
2900,fwd
34995,4wd
7500,fwd
6800,fwd
6799,4wd
44995,rwd
9975,4wd
10995,fwd
18990,fwd
28000,4wd
9995,fwd
31997,fwd
16888,fwd
1950,fwd
15590,fwd
10000,rwd
8975,rwd
36590,rwd
41888,rwd
12590,fwd
114,4wd
17990,fwd
32990,4wd
18590,fwd
4850,fwd
29590,rwd
26990,fwd
34685,fwd
1500,rwd
25999,4wd
22987,rwd
17295,rwd
43988,4wd
32995,4wd
22000,4wd
8990,4wd
10689,fwd
1500,4wd
13995,rwd
11500,fwd
31995,4wd
31750,4wd
25990,fwd
15995,4wd
7995,fwd
16900,4wd
7500,fwd
17990,fwd
5800,fwd
17500,fwd
838,4wd
8991,fwd
20000,fwd
10300,4wd
3995,4wd
20443,4wd
31995,4wd
16500,rwd
21952,rwd
9995,4wd
16999,4wd
34900,4wd
17000,4wd
23590,rwd
37998,fwd
5000,4wd
42999,4wd
17999,rwd
10888,fwd
3000,fwd
37900,rwd
66738,4wd
4850,rwd
10000,fwd
7950,rwd
4400,4wd
45500,4wd
50995,4wd
18590,fwd
14900,4wd
25999,4wd
98000,4wd
31990,4wd
36990,4wd
3500,rwd
13990,fwd
27990,4wd
6995,fwd
51999,4wd
24995,4wd
5500,fwd
34944,4wd
9995,fwd
266,fwd
16980,fwd
27977,4wd
19995,fwd
18590,fwd
32850,4wd
27919,4wd
8500,4wd
2200,rwd
1000,4wd
15499,fwd
25990,rwd
26995,4wd
20995,4wd
21500,4wd
34990,4wd
6950,fwd
42998,4wd
2900,rwd
17990,rwd
7497,rwd
17990,fwd
16995,fwd
21988,4wd
16590,fwd
6900,fwd
19590,fwd
7450,fwd
44200,fwd
4800,rwd
8995,4wd
28995,4wd
6995,fwd
23998,fwd
8239,4wd
15500,fwd
2500,fwd
22000,fwd
22888,4wd
19590,fwd
24988,4wd
6450,fwd
9700,fwd
4900,fwd
11950,fwd
8990,fwd
25990,rwd
26990,rwd
1685,rwd
5500,fwd
27990,4wd
4400,fwd
31590,4wd
12901,fwd
14995,rwd
38742,4wd
15995,4wd
7200,4wd
4999,fwd
17990,fwd
10999,rwd
22863,4wd
17499,fwd
11995,fwd
4995,fwd
13999,4wd
22990,fwd
10800,4wd
5800,fwd
40590,4wd
4999,fwd
49998,4wd
24999,4wd
6900,4wd
24590,rwd
55590,rwd
36900,rwd
4500,4wd
16000,rwd
18900,4wd
39990,rwd
6500,4wd
9900,4wd
3990,fwd
11990,fwd
32500,4wd
36777,4wd
24999,4wd
2500,4wd
58995,4wd
35000,rwd
7500,fwd
17990,fwd
38590,fwd
12500,rwd
10322,fwd
23992,4wd
19590,fwd
7000,4wd
5600,fwd
19999,rwd
8437,4wd
4200,4wd
17256,fwd
7500,4wd
25590,fwd
9895,fwd
36990,rwd
41975,4wd
5995,fwd
5650,rwd
4995,4wd
29900,4wd
48795,4wd
2000,4wd
43430,4wd
3850,fwd
52999,4wd
5489,fwd
4900,fwd
32795,fwd
5995,rwd
3200,fwd
7442,fwd
9990,4wd
12990,4wd
39590,4wd
7395,fwd
39990,4wd
4800,4wd
10500,4wd
6995,fwd
5000,4wd
10900,fwd
10800,4wd
2600,rwd
99,4wd
27990,rwd
19995,4wd
18995,4wd
39990,rwd
6700,4wd
18995,fwd
16995,fwd
6999,rwd
12995,4wd
21997,4wd
13488,4wd
35990,rwd
4900,fwd
6950,4wd
16800,fwd
12195,rwd
13995,fwd
11900,4wd
37999,4wd
16300,4wd
13714,4wd
35990,4wd
39995,fwd
34590,fwd
40590,rwd
15988,fwd
33995,4wd
34590,fwd
4950,rwd
39000,4wd
31500,4wd
2999,fwd
5999,fwd
30990,fwd
6990,fwd
8999,fwd
18983,rwd
19995,fwd
4600,fwd
38995,4wd
6995,rwd
20590,fwd
16998,fwd
2800,fwd
36990,4wd
2000,rwd
2900,fwd
21699,4wd
8200,fwd
8000,4wd
3900,rwd
22990,rwd
25990,rwd
24990,rwd
33990,rwd
22590,rwd
6900,4wd
25990,rwd
18590,fwd
17950,4wd
38990,rwd
36999,4wd
100,4wd
25990,fwd
24888,4wd
103000,fwd
16500,fwd
89995,4wd
3300,4wd
31900,rwd
990,4wd
14999,fwd
33990,rwd
18995,fwd
28991,4wd
35590,4wd
27990,rwd
8495,4wd
25000,rwd
27500,rwd
19990,fwd
8695,fwd
15990,fwd
37990,rwd
32990,rwd
28233,4wd
8500,fwd
1250,fwd
6273,4wd
24590,rwd
21500,rwd
6995,fwd
8750,rwd
26990,4wd
13590,fwd
40990,4wd
9500,4wd
4500,fwd
19995,4wd
9995,fwd
13900,4wd
23990,fwd
14590,fwd
31990,4wd
16995,4wd
8295,fwd
27999,4wd
7495,fwd
36223,4wd
15991,fwd
1000,fwd
39999,4wd
17990,fwd
14900,4wd
32990,fwd
16500,4wd
22991,4wd
28590,fwd
2750,fwd
12880,rwd
28500,rwd
26990,fwd
23852,4wd
24990,fwd
38990,4wd
52900,4wd
40988,4wd
19983,fwd
31990,rwd
8500,4wd
6995,fwd
22900,fwd
42900,4wd
1900,rwd
4500,fwd
5995,fwd
18590,fwd
13995,fwd
43963,4wd
8900,fwd
27000,rwd
9995,fwd
11515,fwd
28988,fwd
20755,4wd
10995,fwd
6500,fwd
4995,rwd
31900,rwd
20850,4wd
1900,4wd
379,rwd
85999,4wd
4995,fwd
31590,rwd
9000,4wd
9800,fwd
7995,fwd
16991,4wd
4950,4wd
27500,rwd
12900,fwd
79900,rwd
12499,4wd
34590,rwd
9995,fwd
10900,fwd
22995,fwd
10500,fwd
14997,fwd
11999,fwd
22900,rwd
39997,rwd
28988,4wd
42900,4wd
15900,rwd
26590,fwd
11990,fwd
34775,rwd
35990,4wd
35999,4wd
24500,rwd
7499,fwd
6000,fwd
38590,rwd
7975,fwd
4000,4wd
4200,rwd
22000,fwd
43900,4wd
2400,fwd
16900,4wd
47990,rwd
29990,rwd
43990,4wd
14900,rwd
10945,fwd
6590,4wd
16999,fwd
21990,rwd
10495,4wd
32900,4wd
10500,rwd
3995,4wd
6000,4wd
26000,4wd
29990,4wd
5290,fwd
27590,fwd
39988,rwd
11995,4wd
2000,fwd
19990,fwd
16595,4wd
4400,fwd
9495,fwd
8598,fwd
28950,4wd
31750,4wd
17995,fwd
6500,rwd
20988,4wd
4000,4wd
6495,fwd
14999,fwd
33590,rwd
10952,fwd
29590,4wd
3500,fwd
5400,fwd
1700,4wd
12900,4wd
40998,rwd
6975,fwd
16995,4wd
15990,fwd
23000,4wd
5500,fwd
7995,4wd
15500,4wd
6900,fwd
21900,rwd
21799,rwd
48680,4wd
6595,fwd
39990,rwd
5000,4wd
6000,4wd
14960,rwd
3500,4wd
6498,4wd
13900,rwd
12291,fwd
21990,fwd
9975,fwd
32988,4wd
5500,rwd
5950,fwd
12337,fwd
8995,fwd
34373,4wd
18950,4wd
4500,fwd
8600,fwd
6000,fwd
30990,4wd
5400,4wd
31999,4wd
16998,rwd
24590,fwd
2600,4wd
478,4wd
7900,fwd
23995,4wd
16750,rwd
19990,fwd
26590,rwd
20995,4wd
15995,rwd
49500,4wd
47950,4wd
27000,4wd
6000,rwd
16990,fwd
6995,rwd
6200,fwd
12000,fwd
21990,fwd
34590,fwd
19995,fwd
5700,fwd
18980,rwd
36990,4wd
11495,4wd
22998,4wd
12590,fwd
24500,4wd
2500,fwd
28990,fwd
32495,fwd
14994,4wd
15988,4wd
20590,fwd
13900,4wd
23500,rwd
55995,4wd
7997,fwd
9500,rwd
10000,fwd
15488,rwd
17000,fwd
9995,fwd
9500,fwd
28950,4wd
14995,rwd
58995,4wd
600,fwd
4995,fwd
17990,fwd
3250,rwd
8998,fwd
17998,rwd
7950,4wd
34988,4wd
33499,4wd
7988,rwd
7495,fwd
3000,4wd
12400,fwd
34000,fwd
24995,4wd
9500,fwd
6900,fwd
26450,fwd
9800,fwd
13500,4wd
4500,fwd
33385,4wd
11980,4wd
11000,fwd
31990,rwd
24989,4wd
11500,4wd
17500,4wd
68777,4wd
6300,fwd
33990,4wd
12999,4wd
15995,fwd
9100,4wd
8498,4wd
1,rwd
28977,4wd
21490,fwd
12999,4wd
37999,4wd
7500,rwd
29590,4wd
16990,rwd
25000,4wd
58981,4wd
21590,rwd
36900,4wd
7800,4wd
8250,fwd
18288,fwd
8980,4wd
41999,4wd
19995,rwd
309,fwd
27990,4wd
76128,rwd
1,4wd
19990,fwd
26951,4wd
14250,4wd
8995,4wd
26990,rwd
31990,fwd
3500,fwd
17900,rwd
24900,4wd
34479,4wd
373,4wd
10500,fwd
16500,4wd
14990,fwd
11995,4wd
65999,4wd
26945,4wd
24988,4wd
39999,rwd
26990,fwd
12000,fwd
7995,fwd
37999,4wd
3000,4wd
24990,rwd
3995,4wd
16499,rwd
6000,fwd
3995,fwd
5500,fwd
14995,fwd
37995,4wd
54900,4wd
15540,fwd
13000,rwd
16590,fwd
43500,4wd
39990,rwd
27590,fwd
2800,fwd
33990,fwd
10500,4wd
6999,fwd
7995,4wd
22000,4wd
19995,4wd
36983,4wd
15888,fwd
1795,fwd
2795,fwd
406,4wd
27590,fwd
15590,fwd
29990,4wd
14295,4wd
78423,rwd
25995,4wd
34770,4wd
4500,fwd
25900,4wd
26959,4wd
8995,fwd
7995,fwd
4900,fwd
19997,4wd
25590,fwd
29500,4wd
3500,rwd
35990,fwd
21500,rwd
5499,rwd
28990,4wd
21000,rwd
20990,fwd
14900,fwd
16200,4wd
7699,fwd
15550,rwd
4500,4wd
4900,fwd
16900,4wd
22600,4wd
18500,fwd
7650,fwd
13999,4wd
4200,4wd
32999,4wd
5295,fwd
33999,4wd
5495,fwd
20985,rwd
36990,rwd
6495,fwd
14990,4wd
29590,fwd
30590,rwd
53577,4wd
30000,fwd
17950,fwd
6900,rwd
10900,rwd
405,4wd
10563,fwd
40950,4wd
30799,4wd
3500,rwd
12326,fwd
17695,rwd
24990,rwd
13500,fwd
15949,fwd
3500,4wd
21590,fwd
4995,fwd
2350,fwd
9000,rwd
4495,fwd
14999,fwd
57990,rwd
26990,rwd
29533,4wd
39990,fwd
7950,4wd
7995,fwd
10950,fwd
8382,rwd
29999,4wd
37190,4wd
17990,rwd
32990,4wd
13999,fwd
4000,fwd
34995,4wd
3200,fwd
43388,4wd
93450,fwd
31900,4wd
6495,fwd
2700,4wd
10995,fwd
39999,4wd
23990,fwd
36990,4wd
5000,fwd
23990,fwd
19990,fwd
24403,rwd
3500,rwd
13995,4wd
36999,4wd
6745,4wd
19999,4wd
7995,fwd
26590,rwd
3950,fwd
34995,4wd
2950,fwd
15995,rwd
14995,fwd
42590,4wd
37977,4wd
10999,4wd
20990,4wd
5995,4wd
6000,fwd
6985,fwd
27990,4wd
8995,fwd
34988,4wd
25990,fwd
15999,rwd
13900,fwd
5900,rwd
6900,rwd
5800,fwd
28935,fwd
9950,4wd
34500,rwd
23950,4wd
45590,rwd
8990,rwd
9995,4wd
4950,fwd
43995,4wd
18000,rwd
18900,4wd
1999,4wd
15950,4wd
3600,fwd
7995,4wd
13500,rwd
9025,fwd
15900,rwd
4000,4wd
39999,4wd
17340,4wd
9999,fwd
3900,fwd
2300,fwd
5998,4wd
20991,fwd
17000,4wd
21990,4wd
3900,fwd
26995,4wd
1000,fwd
13695,4wd
25990,fwd
3990,fwd
1000,4wd
4395,fwd
445,4wd
6800,fwd
21795,4wd
32990,4wd
7600,4wd
39590,rwd
4495,fwd
21999,4wd
11995,4wd
26990,fwd
5500,fwd
36590,4wd
14100,fwd
15999,fwd
2000,rwd
12400,4wd
32990,rwd
14990,4wd
18780,4wd
7995,rwd
18950,4wd
42000,4wd
26800,4wd
5995,fwd
21590,fwd
8997,4wd
1300,fwd
338,fwd
2500,fwd
8990,4wd
7995,fwd
9995,4wd
37995,4wd
18997,fwd
12867,fwd
7990,fwd
23590,rwd
7000,4wd
33990,4wd
9500,fwd
4500,4wd
12998,4wd
6900,4wd
