price,drive
31995,4wd
29592,4wd
7995,fwd
3965,4wd
7950,fwd
34500,4wd
8980,rwd
7000,fwd
34477,4wd
49990,4wd
29495,4wd
11600,4wd
6700,fwd
3500,fwd
7373,4wd
15824,rwd
9500,rwd
3000,fwd
38990,rwd
17300,4wd
2325,fwd
5400,fwd
22590,rwd
24800,rwd
38988,4wd
19999,4wd
18590,fwd
419,4wd
18000,rwd
14495,rwd
10995,fwd
8500,rwd
23500,4wd
37590,4wd
7000,fwd
17950,4wd
5200,fwd
8900,fwd
2977,fwd
47999,4wd
7250,fwd
9495,fwd
31999,4wd
22995,fwd
13000,4wd
18500,fwd
22590,fwd
11200,4wd
35990,4wd
5000,4wd
16991,fwd
4495,fwd
7500,fwd
23900,4wd
9995,rwd
34590,rwd
601,4wd
36999,4wd
17000,fwd
324,4wd
10000,4wd
14950,fwd
20949,4wd
15999,fwd
14000,rwd
9800,4wd
11950,rwd
2995,fwd
20000,fwd
13995,4wd
19590,4wd
17990,fwd
9990,rwd
12875,4wd
16995,fwd
25988,4wd
2995,fwd
12981,fwd
45932,4wd
10495,fwd
21901,4wd
16985,4wd
8900,4wd
14990,fwd
33440,rwd
4400,fwd
13995,rwd
4500,rwd
38590,rwd
4495,fwd
25990,4wd
4450,fwd
8995,fwd
45999,4wd
41588,4wd
18995,rwd
26990,rwd
2600,4wd
48495,4wd
23850,4wd
16988,4wd
18262,fwd
13991,fwd
3499,4wd
3900,fwd
39990,rwd
15691,fwd
3400,fwd
21500,fwd
13995,4wd
22995,rwd
5900,4wd
11999,4wd
13971,fwd
36988,4wd
13000,fwd
9500,rwd
23995,rwd
5700,rwd
6900,4wd
7000,fwd
1500,fwd
2700,fwd
11399,fwd
23995,4wd
5100,rwd
1200,4wd
17468,fwd
8700,fwd
22000,4wd
11995,4wd
26999,4wd
7200,fwd
200,fwd
8995,fwd
19590,fwd
27500,rwd
41590,fwd
5995,fwd
13900,4wd
21552,4wd
38999,4wd
9995,4wd
8495,rwd
4195,fwd
18500,4wd
4500,fwd
52988,rwd
15000,4wd
36990,4wd
36950,4wd
30995,4wd
3500,fwd
45225,4wd
99,4wd
10989,4wd
8999,rwd
8980,rwd
1700,fwd
4995,4wd
33995,fwd
16900,4wd
39990,rwd
33590,rwd
5800,4wd
9999,rwd
9900,fwd
18995,fwd
17250,4wd
14990,fwd
6400,rwd
9995,fwd
28990,4wd
9985,4wd
26475,rwd
139950,rwd
15000,rwd
36990,4wd
1,rwd
23900,4wd
18999,4wd
10810,rwd
29990,4wd
15590,fwd
17500,rwd
9372,4wd
4997,fwd
12900,rwd
999,fwd
27500,rwd
16999,rwd
4500,4wd
28995,rwd
6800,fwd
7995,fwd
75995,4wd
14500,4wd
18000,4wd
8990,rwd
9200,fwd
4990,fwd
100000,4wd
29995,4wd
38990,rwd
39999,4wd
29140,fwd
27500,4wd
53995,4wd
22590,fwd
11995,fwd
36490,rwd
65950,4wd
11000,fwd
63995,4wd
9850,rwd
36200,rwd
39990,fwd
27590,rwd
40988,4wd
23950,4wd
12990,4wd
6999,rwd
3400,fwd
11500,fwd
8497,4wd
3899,4wd
10800,fwd
8900,fwd
9700,fwd
7500,fwd
10000,4wd
43250,4wd
45965,4wd
33995,4wd
35990,rwd
15995,fwd
12500,rwd
24995,4wd
14990,fwd
15495,4wd
42500,4wd
10000,4wd
7500,4wd
14900,fwd
5995,fwd
8900,fwd
460,4wd
24500,rwd
9995,fwd
6500,4wd
12500,rwd
14590,fwd
32990,rwd
35980,4wd
53995,4wd
18590,fwd
11995,fwd
36495,4wd
4000,4wd
7995,rwd
8999,fwd
38590,4wd
35310,rwd
25499,4wd
4200,fwd
22999,4wd
8990,rwd
8499,fwd
15500,rwd
27990,fwd
26995,4wd
4495,fwd
15995,4wd
33989,rwd
12991,4wd
19988,fwd
26000,rwd
28990,4wd
69850,4wd
42500,4wd
36999,4wd
38590,rwd
13950,4wd
900,fwd
27990,4wd
11895,fwd
4500,4wd
42995,4wd
38750,rwd
7950,fwd
34590,4wd
7500,4wd
24590,fwd
46999,4wd
13555,fwd
26962,4wd
51000,4wd
21995,rwd
7990,fwd
53550,fwd
38590,rwd
8995,4wd
13500,4wd
15590,fwd
10980,fwd
4950,4wd
2150,fwd
8950,fwd
17990,fwd
13500,fwd
80999,rwd
7990,4wd
32990,rwd
6900,4wd
10495,fwd
11995,4wd
20267,rwd
10500,fwd
16995,rwd
14999,4wd
4500,4wd
25990,rwd
18590,fwd
20999,4wd
28690,4wd
44997,4wd
10695,fwd
11295,4wd
36995,rwd
25700,4wd
32000,rwd
19906,4wd
9995,4wd
21590,fwd
20990,fwd
27990,rwd
29995,4wd
24995,4wd
27900,rwd
26500,4wd
8400,fwd
7988,fwd
14590,fwd
14259,fwd
8900,rwd
14500,4wd
6700,fwd
57495,4wd
14000,rwd
5999,4wd
11990,4wd
9900,fwd
24990,rwd
2999,fwd
8000,fwd
13995,fwd
4995,fwd
11850,fwd
17950,4wd
41998,4wd
4000,rwd
22977,4wd
27995,4wd
44997,4wd
19850,rwd
15000,fwd
21888,4wd
4900,fwd
34388,4wd
26990,fwd
25590,4wd
13500,fwd
8850,fwd
9988,fwd
7900,4wd
11295,fwd
31990,fwd
35500,4wd
27590,fwd
11500,4wd
4988,rwd
9700,4wd
8295,fwd
12980,rwd
44800,rwd
3800,4wd
9997,4wd
9990,rwd
15888,4wd
18000,4wd
6995,4wd
4300,4wd
12930,4wd
26998,rwd
28590,rwd
2999,rwd
2000,rwd
8988,4wd
33990,4wd
10999,fwd
16899,4wd
16900,4wd
21990,fwd
4900,fwd
19990,fwd
7995,4wd
17590,rwd
29971,4wd
6490,fwd
15990,fwd
700,fwd
18738,4wd
3800,rwd
41990,rwd
3900,fwd
10750,fwd
9800,4wd
5950,fwd
11990,fwd
6999,4wd
34999,4wd
24988,4wd
18990,fwd
21590,fwd
46638,4wd
15000,4wd
15999,4wd
7500,4wd
41990,rwd
3800,4wd
15997,fwd
39995,4wd
68900,4wd
17498,rwd
1700,rwd
5800,rwd
18999,fwd
19900,4wd
49985,4wd
10900,fwd
7995,fwd
26990,4wd
25990,rwd
35888,4wd
32950,4wd
22988,rwd
48999,4wd
26990,fwd
12990,4wd
6500,4wd
8998,fwd
23991,fwd
18999,4wd
3400,rwd
31999,4wd
6495,fwd
16000,rwd
8000,rwd
16,rwd
21399,4wd
14980,4wd
28999,rwd
21990,fwd
9995,4wd
37888,4wd
5600,4wd
28990,rwd
6500,fwd
7995,rwd
36985,4wd
16995,fwd
10995,fwd
20444,4wd
5999,fwd
4600,4wd
14988,rwd
10000,rwd
5850,fwd
17995,fwd
17500,rwd
23900,4wd
3200,fwd
16990,4wd
66991,4wd
17757,4wd
4489,fwd
23990,fwd
36990,4wd
15999,4wd
2995,fwd
22495,fwd
12995,4wd
19999,rwd
4500,rwd
15590,fwd
31590,rwd
8995,4wd
39999,4wd
900,fwd
39500,4wd
16500,4wd
8850,fwd
8995,fwd
2000,rwd
1800,fwd
4490,4wd
9995,fwd
26750,4wd
15499,4wd
8995,fwd
15995,rwd
57995,4wd
22995,4wd
9995,4wd
18590,fwd
30990,4wd
74999,4wd
6900,4wd
28990,4wd
16495,4wd
42999,4wd
4000,fwd
6499,fwd
26499,fwd
7000,fwd
15694,rwd
10000,rwd
39990,4wd
14000,fwd
17350,rwd
33777,4wd
14990,fwd
4995,fwd
123456,fwd
31990,4wd
264,4wd
36488,4wd
20590,fwd
27999,4wd
14900,4wd
6500,rwd
28590,rwd
2995,fwd
30998,4wd
13949,fwd
34999,4wd
3500,4wd
41590,fwd
49995,4wd
14500,fwd
11000,4wd
30000,rwd
3200,4wd
43500,4wd
6400,fwd
16999,4wd
11995,rwd
4500,fwd
10000,rwd
3600,fwd
18990,fwd
45995,4wd
4200,fwd
1475,4wd
3450,fwd
10495,4wd
22000,fwd
38990,fwd
599,fwd
9988,fwd
15499,fwd
2395,rwd
24985,4wd
89995,rwd
21995,4wd
13977,rwd
11699,4wd
11995,rwd
27995,4wd
14995,4wd
19590,fwd
26590,rwd
27950,4wd
6500,fwd
1,4wd
30595,4wd
19991,fwd
9499,fwd
21900,fwd
4250,4wd
7500,fwd
4100,fwd
5995,4wd
38590,4wd
14995,fwd
49990,4wd
72995,4wd
17995,rwd
14900,rwd
32990,4wd
9997,fwd
27995,4wd
4400,fwd
7995,fwd
49995,4wd
7900,fwd
35597,4wd
361,rwd
12491,fwd
3500,4wd
6995,4wd
4995,fwd
31990,4wd
30590,rwd
6995,fwd
7500,rwd
57000,4wd
19964,fwd
10864,4wd
16500,fwd
7399,4wd
900,fwd
11697,4wd
19900,fwd
13500,rwd
13500,fwd
43999,rwd
17777,fwd
13400,4wd
5998,4wd
26800,4wd
9195,fwd
77999,4wd
25990,4wd
8699,fwd
17923,fwd
36595,4wd
18938,fwd
16442,fwd
12900,rwd
26995,rwd
38990,4wd
6975,rwd
41900,rwd
46969,4wd
36974,4wd
9985,4wd
26999,4wd
15900,rwd
16500,fwd
56995,4wd
8750,4wd
15888,4wd
9995,4wd
7995,fwd
3500,fwd
22000,4wd
8000,rwd
23995,4wd
23332,4wd
15995,4wd
3995,fwd
33990,4wd
17990,fwd
17990,fwd
15000,4wd
17995,4wd
12000,fwd
4500,rwd
8995,fwd
9495,fwd
6495,fwd
28929,4wd
6893,rwd
20590,fwd
5700,rwd
6750,4wd
10988,rwd
19995,rwd
12000,4wd
24972,rwd
4000,4wd
11999,fwd
36988,4wd
10500,rwd
14995,4wd
13600,4wd
30990,4wd
22997,4wd
9990,fwd
15590,rwd
14995,4wd
5900,fwd
5600,4wd
8500,4wd
34999,4wd
15575,rwd
39590,4wd
10450,fwd
4700,4wd
19991,fwd
26988,4wd
62951,4wd
541,4wd
11555,fwd
10500,4wd
13995,4wd
8971,fwd
5750,4wd
15999,4wd
16427,fwd
26000,4wd
15450,rwd
19495,4wd
5200,rwd
24995,4wd
38900,fwd
4000,rwd
4000,4wd
11999,fwd
29900,4wd
9959,fwd
46999,4wd
24499,rwd
18998,fwd
13500,4wd
4600,fwd
7951,4wd
20900,4wd
11995,4wd
16990,4wd
37990,rwd
1300,fwd
26995,rwd
37000,4wd
8995,4wd
1000,fwd
16999,rwd
11995,rwd
29990,rwd
8200,rwd
40963,4wd
20998,4wd
25998,fwd
41995,4wd
22590,fwd
21590,fwd
28995,fwd
19998,rwd
7200,4wd
28990,4wd
27995,rwd
35995,rwd
10995,4wd
37994,fwd
24995,4wd
28995,rwd
39999,4wd
6795,fwd
55990,4wd
27000,4wd
4995,fwd
9975,fwd
17900,fwd
17997,fwd
68777,4wd
17850,4wd
16990,fwd
12495,fwd
3500,4wd
19066,fwd
40298,4wd
8200,4wd
29400,fwd
9990,4wd
11900,rwd
14799,fwd
6500,rwd
40990,4wd
23995,4wd
19990,rwd
8995,4wd
29995,4wd
8000,fwd
26900,fwd
4495,4wd
7995,4wd
16985,4wd
4400,fwd
23980,4wd
14495,fwd
14995,4wd
61998,4wd
3950,fwd
28980,fwd
8995,fwd
4800,rwd
15990,fwd
16995,4wd
26990,fwd
20900,fwd
22500,rwd
1250,4wd
76000,4wd
7977,4wd
3000,4wd
219,4wd
11000,4wd
22995,4wd
45990,rwd
18590,fwd
15990,fwd
39990,rwd
15497,rwd
29999,4wd
10500,4wd
5200,4wd
24990,fwd
17000,rwd
10999,fwd
9950,fwd
3000,4wd
26990,fwd
2900,fwd
19988,4wd
5995,4wd
5000,fwd
37590,rwd
24990,rwd
23990,fwd
56687,4wd
15990,fwd
18590,fwd
8950,fwd
264,fwd
3950,fwd
3795,4wd
669,4wd
31590,rwd
40990,4wd
22389,fwd
17900,4wd
6700,fwd
24950,4wd
76480,rwd
22500,4wd
12995,4wd
17651,rwd
37590,fwd
13980,4wd
29990,4wd
4500,fwd
35000,rwd
35900,fwd
7200,4wd
5998,4wd
12540,fwd
7495,fwd
1200,4wd
39946,rwd
43991,4wd
4200,fwd
37500,rwd
39990,fwd
10890,rwd
27990,rwd
18990,fwd
21998,fwd
29999,4wd
12988,fwd
8450,4wd
59999,4wd
15995,rwd
23498,fwd
21590,fwd
56995,4wd
9000,rwd
11698,fwd
10981,fwd
21590,fwd
19990,4wd
14999,rwd
15761,fwd
13995,fwd
17495,4wd
29900,rwd
25590,rwd
10995,rwd
3900,fwd
6995,fwd
7450,fwd
44512,4wd
27995,4wd
9995,fwd
28997,fwd
26630,fwd
5200,rwd
33990,4wd
12038,rwd
7250,fwd
8500,fwd
14495,4wd
15995,4wd
4995,fwd
1200,fwd
1,4wd
19991,fwd
46888,4wd
1000,fwd
7500,rwd
14600,rwd
22500,4wd
12411,4wd
24590,fwd
12995,fwd
12000,fwd
9999,rwd
8945,fwd
14750,fwd
53990,rwd
17995,rwd
25960,4wd
1,rwd
8995,4wd
35590,4wd
7990,4wd
9995,4wd
29990,rwd
23988,rwd
17995,4wd
12999,4wd
4495,fwd
6995,fwd
6250,fwd
25000,rwd
48995,fwd
16500,4wd
18894,4wd
19991,4wd
34999,4wd
5500,fwd
14747,4wd
1995,fwd
8950,fwd
31870,fwd
6200,fwd
16750,rwd
24995,4wd
2000,fwd
4995,fwd
32000,4wd
15301,rwd
11000,fwd
7997,fwd
18990,rwd
16900,fwd
22900,rwd
37500,4wd
20995,4wd
5995,4wd
16900,fwd
51025,rwd
36900,rwd
29500,4wd
23590,fwd
17900,rwd
14900,4wd
16995,fwd
21998,fwd
15990,fwd
18000,rwd
43001,4wd
7498,fwd
2650,4wd
1900,fwd
13500,4wd
4999,fwd
25000,fwd
17500,4wd
5900,4wd
16995,fwd
1200,fwd
16999,fwd
9918,fwd
8999,fwd
40917,4wd
9595,fwd
53999,4wd
15995,4wd
11000,rwd
2650,fwd
19999,4wd
16599,fwd
17590,fwd
14990,fwd
41590,rwd
29995,4wd
20921,fwd
34988,4wd
9000,4wd
16995,4wd
7900,rwd
22590,rwd
29990,rwd
348,rwd
14987,fwd
53950,4wd
7500,fwd
187,fwd
22995,fwd
34990,4wd
20971,fwd
47995,4wd
29995,4wd
81999,4wd
39590,rwd
8500,rwd
23900,rwd
12900,4wd
5000,4wd
3500,fwd
24990,rwd
9995,4wd
12900,4wd
26990,fwd
17990,fwd
99,4wd
16990,4wd
17998,rwd
41900,4wd
9650,rwd
17367,4wd
10500,fwd
30499,rwd
43845,4wd
38998,4wd
4888,rwd
58900,4wd
9497,4wd
14500,4wd
39590,fwd
32980,4wd
26990,4wd
18900,4wd
1000,4wd
12995,4wd
7995,4wd
3500,4wd
6500,rwd
54999,4wd
34590,4wd
28900,rwd
1988,fwd
47974,4wd
28995,4wd
34995,4wd
41999,4wd
15590,fwd
27590,fwd
4000,4wd
29990,4wd
13225,4wd
17590,fwd
24988,4wd
21998,rwd
10995,4wd
29999,4wd
6272,4wd
7498,4wd
2995,fwd
8995,fwd
26495,fwd
5495,4wd
13250,rwd
30990,4wd
4499,fwd
5000,fwd
4999,fwd
17500,fwd
4500,fwd
5950,4wd
11500,4wd
10900,4wd
4200,fwd
8900,fwd
40990,4wd
8997,fwd
42900,4wd
14980,rwd
19590,fwd
14990,fwd
55995,4wd
29990,4wd
23995,4wd
4950,fwd
30849,4wd
16960,4wd
19995,4wd
3995,fwd
20590,fwd
32999,4wd
17990,fwd
5600,fwd
36990,4wd
6995,rwd
500,fwd
14995,rwd
6995,fwd
13885,fwd
6200,fwd
11000,fwd
21997,rwd
6995,4wd
10997,fwd
26149,4wd
27995,4wd
23900,fwd
6995,4wd
3600,fwd
16995,rwd
17000,4wd
14900,4wd
12000,4wd
19990,rwd
8500,4wd
28998,fwd
7999,rwd
39998,4wd
44299,4wd
21583,rwd
37990,rwd
19500,4wd
35999,4wd
4500,fwd
20990,fwd
10000,4wd
21995,rwd
17997,fwd
800,4wd
217,4wd
9999,4wd
1,4wd
6990,fwd
3995,fwd
9800,fwd
15990,fwd
36999,4wd
18900,4wd
4995,fwd
24990,4wd
27990,fwd
7995,rwd
12900,4wd
44900,4wd
1850,fwd
24500,4wd
23500,fwd
39990,4wd
7990,rwd
6900,4wd
8900,4wd
7495,fwd
12998,rwd
30990,rwd
14950,4wd
32995,4wd
31999,4wd
25995,4wd
2500,4wd
3195,rwd
12495,fwd
5500,fwd
8199,fwd
26000,4wd
5500,4wd
14000,rwd
5995,4wd
7995,fwd
82950,rwd
27299,4wd
4495,fwd
3150,fwd
9257,fwd
17990,fwd
24990,fwd
9500,4wd
38590,fwd
43590,4wd
6700,fwd
13900,4wd
10980,fwd
28900,4wd
5250,fwd
34999,rwd
37856,4wd
6975,fwd
6500,fwd
9999,fwd
4600,fwd
24997,4wd
17900,4wd
44999,4wd
4850,4wd
49628,4wd
24000,4wd
8500,rwd
16000,4wd
1995,fwd
9500,rwd
30990,fwd
1,rwd
7995,fwd
24500,rwd
41000,fwd
16995,4wd
11995,4wd
5800,fwd
25990,rwd
3999,4wd
6999,4wd
347,4wd
9800,4wd
6995,fwd
21990,fwd
19888,rwd
18922,4wd
7500,4wd
10995,rwd
270,4wd
13900,rwd
29990,4wd
13995,fwd
15990,fwd
4913,4wd
32995,4wd
31900,rwd
23295,4wd
2000,4wd
2000,fwd
3850,4wd
6995,fwd
4200,fwd
5995,fwd
16990,rwd
4995,4wd
6000,4wd
4900,4wd
45039,4wd
2500,4wd
18590,fwd
2000,fwd
101,rwd
8999,fwd
8995,fwd
33990,4wd
35990,4wd
14999,4wd
6250,fwd
41500,rwd
25990,fwd
29799,4wd
4000,rwd
34688,4wd
21500,rwd
15900,fwd
19990,4wd
4999,fwd
18488,rwd
3500,4wd
25590,4wd
18990,fwd
16995,4wd
4200,fwd
34250,fwd
5200,fwd
9495,fwd
6575,fwd
13500,fwd
15995,rwd
25990,rwd
15975,4wd
38900,4wd
4000,rwd
500,fwd
19590,fwd
9800,fwd
27990,rwd
274,4wd
29590,4wd
2200,4wd
9000,fwd
2999,4wd
8999,fwd
46999,4wd
3400,fwd
33990,rwd
3100,fwd
31900,4wd
17990,fwd
16995,fwd
3300,fwd
9999,4wd
8000,rwd
12995,4wd
10900,fwd
5000,fwd
9995,4wd
2495,fwd
28990,rwd
5499,4wd
9500,4wd
9995,4wd
28985,fwd
24990,rwd
4888,fwd
3995,fwd
1,4wd
5800,rwd
232,fwd
36990,4wd
6500,4wd
6895,4wd
39900,4wd
34988,4wd
33900,rwd
12000,4wd
19995,4wd
21830,fwd
2900,fwd
28993,4wd
28500,4wd
26500,fwd
45000,rwd
5990,fwd
5500,fwd
563,rwd
1750,rwd
37990,4wd
8990,4wd
6600,fwd
33398,4wd
15000,fwd
5500,rwd
25500,fwd
83999,4wd
2500,fwd
1900,fwd
37995,4wd
16988,4wd
27990,4wd
42977,4wd
40000,4wd
17995,4wd
4895,fwd
23834,4wd
29990,4wd
17995,fwd
28990,4wd
4995,fwd
59988,4wd
12995,fwd
154,fwd
11995,rwd
39998,rwd
10345,4wd
14995,fwd
7995,4wd
47499,4wd
31500,4wd
16995,4wd
16095,rwd
12988,rwd
1500,rwd
7995,4wd
15988,4wd
25590,fwd
9700,fwd
33974,rwd
11699,fwd
28590,rwd
11646,fwd
34999,4wd
14500,4wd
17000,4wd
9495,fwd
4495,4wd
8496,rwd
25995,fwd
25998,fwd
10999,4wd
37500,4wd
17590,fwd
283,4wd
28900,4wd
3000,fwd
16490,fwd
170,fwd
14500,4wd
1500,4wd
6500,rwd
10500,fwd
1988,fwd
3688,rwd
26500,4wd
12000,rwd
36500,4wd
15990,fwd
29995,4wd
3900,4wd
22590,rwd
84999,4wd
4995,fwd
5200,rwd
11488,4wd
650,rwd
5950,4wd
46590,rwd
17288,fwd
12995,fwd
4500,4wd
514,4wd
24500,rwd
12977,4wd
14500,4wd
40590,4wd
37999,4wd
22990,rwd
1900,fwd
13900,fwd
23965,4wd
8998,fwd
9750,4wd
25590,4wd
7995,fwd
50995,4wd
10999,fwd
10500,4wd
2250,fwd
8888,4wd
7950,4wd
15000,4wd
3500,rwd
13000,fwd
54990,4wd
26999,4wd
13990,fwd
1200,fwd
878,4wd
11495,fwd
8900,fwd
19995,rwd
39995,4wd
3200,fwd
8990,rwd
46999,4wd
5299,rwd
7795,fwd
23599,4wd
783,4wd
19788,rwd
41990,fwd
25995,fwd
22590,rwd
17998,rwd
33890,4wd
14995,4wd
15890,fwd
7495,4wd
7995,fwd
28590,4wd
62500,rwd
3999,fwd
36990,4wd
28000,4wd
7950,fwd
42000,4wd
6995,fwd
23900,rwd
23590,fwd
6995,4wd
39452,4wd
20991,fwd
459,4wd
5500,4wd
11995,4wd
33500,4wd
20500,4wd
3500,4wd
2200,fwd
6990,fwd
38590,rwd
26701,4wd
8899,fwd
39999,4wd
4495,fwd
14995,4wd
25495,4wd
49995,rwd
1500,4wd
26990,fwd
17990,fwd
15222,fwd
24000,rwd
2500,rwd
3995,4wd
3500,rwd
27500,fwd
54000,4wd
17288,fwd
37121,4wd
10500,fwd
53877,4wd
8700,4wd
84900,rwd
30990,4wd
3500,4wd
3450,fwd
19590,4wd
13798,rwd
37990,fwd
8980,rwd
269,fwd
41988,4wd
24995,4wd
5000,fwd
7999,fwd
5000,4wd
10988,fwd
11000,4wd
23590,rwd
32590,4wd
3495,rwd
9900,fwd
5900,fwd
7801,fwd
6000,fwd
9900,4wd
15952,4wd
7500,rwd
25990,fwd
8973,fwd
28900,4wd
40880,4wd
30990,rwd
6995,4wd
27995,4wd
22995,4wd
12499,rwd
11980,4wd
37917,4wd
14990,fwd
22990,rwd
14000,4wd
4500,fwd
5850,4wd
15999,fwd
17582,4wd
500,fwd
34990,4wd
12000,4wd
28000,4wd
10500,rwd
1750,rwd
5250,4wd
10980,fwd
9500,fwd
15990,fwd
631,4wd
100,4wd
12990,4wd
4400,4wd
18995,4wd
31990,rwd
15500,rwd
54999,4wd
8999,fwd
35590,rwd
36900,4wd
8000,rwd
15900,rwd
11500,4wd
999,fwd
1950,4wd
16990,fwd
16900,4wd
32900,4wd
8900,4wd
8100,fwd
6450,4wd
14988,fwd
12995,rwd
20777,fwd
10995,fwd
164,fwd
42995,4wd
29500,4wd
26590,4wd
8995,fwd
5500,rwd
19946,4wd
39999,4wd
28990,fwd
3200,fwd
21590,fwd
12900,fwd
12514,fwd
16995,4wd
35990,fwd
40850,4wd
567,4wd
8500,rwd
23590,fwd
8995,4wd
26990,rwd
10422,fwd
13000,rwd
17534,fwd
9875,4wd
6988,fwd
38990,fwd
8500,4wd
13770,fwd
19995,fwd
4950,4wd
27990,4wd
7000,rwd
36999,4wd
34595,4wd
14990,fwd
30990,4wd
19730,fwd
23590,fwd
58687,4wd
8600,4wd
7500,rwd
21999,rwd
43995,4wd
37990,4wd
15988,4wd
13900,4wd
27990,rwd
5950,fwd
21995,4wd
39624,4wd
17590,fwd
19200,fwd
47991,4wd
44899,4wd
69638,4wd
34990,4wd
7995,fwd
38990,4wd
7000,4wd
15988,fwd
6995,fwd
31990,4wd
4200,4wd
13351,fwd
11688,fwd
27490,rwd
9499,4wd
43990,4wd
16990,4wd
26900,fwd
22896,4wd
7996,4wd
13700,4wd
4600,fwd
