price,drive
4999,fwd
34800,4wd
44999,4wd
7390,4wd
4995,fwd
22995,fwd
4999,fwd
17998,4wd
59999,4wd
18495,4wd
7950,fwd
33652,4wd
7995,fwd
28000,fwd
16000,4wd
10498,rwd
8900,fwd
26000,rwd
82999,4wd
30930,4wd
59940,rwd
15990,fwd
4995,fwd
39590,rwd
7200,4wd
29990,4wd
8900,fwd
747,4wd
28798,4wd
22990,fwd
21995,fwd
49888,4wd
18990,fwd
36930,4wd
39300,4wd
42000,4wd
11995,4wd
9985,4wd
36500,rwd
9999,4wd
29591,4wd
4495,4wd
6995,fwd
3495,4wd
29990,rwd
10599,fwd
36841,4wd
7250,4wd
11977,4wd
25991,4wd
71999,4wd
15000,4wd
31990,4wd
3400,fwd
27590,4wd
13988,4wd
18200,fwd
30995,4wd
379,rwd
20888,fwd
7500,fwd
12999,rwd
18000,4wd
8997,fwd
5700,4wd
9997,4wd
15995,rwd
17993,4wd
19990,fwd
34981,4wd
29488,rwd
12423,fwd
10995,rwd
32990,fwd
41999,4wd
143,4wd
4950,rwd
19900,rwd
14999,fwd
12995,4wd
39995,4wd
3400,4wd
8995,4wd
6700,fwd
33988,4wd
3895,fwd
14500,rwd
5500,4wd
6200,4wd
21900,4wd
15997,fwd
9500,fwd
37994,4wd
22478,fwd
5200,fwd
17590,fwd
2900,fwd
9950,fwd
10400,rwd
33990,4wd
13990,4wd
19999,4wd
13997,rwd
69000,4wd
14995,4wd
250,rwd
8450,fwd
27995,rwd
17590,fwd
1500,rwd
11995,fwd
22590,fwd
28990,4wd
5850,fwd
25998,4wd
16823,fwd
12488,4wd
6931,rwd
4995,rwd
28995,rwd
2950,fwd
26995,rwd
3900,rwd
21500,4wd
38990,fwd
11981,fwd
36590,4wd
47995,rwd
29990,4wd
7991,fwd
8998,fwd
39990,rwd
32590,rwd
39900,4wd
13000,4wd
21590,fwd
4000,4wd
28995,4wd
26999,rwd
15400,fwd
3600,fwd
9995,4wd
5990,4wd
6495,fwd
20990,fwd
83999,4wd
6995,fwd
3999,4wd
9990,fwd
5900,4wd
3599,4wd
13300,rwd
46900,4wd
8500,rwd
33900,4wd
7000,4wd
556,4wd
6600,4wd
5995,fwd
3995,fwd
20998,fwd
10450,fwd
39999,4wd
39998,4wd
12400,4wd
24991,4wd
20500,4wd
2700,fwd
9995,4wd
13950,fwd
41590,fwd
38990,fwd
54500,4wd
4999,4wd
33990,rwd
21995,fwd
5995,4wd
21500,rwd
14500,4wd
6990,fwd
296,fwd
16999,fwd
3300,4wd
11500,rwd
19990,fwd
5500,4wd
10495,rwd
38250,4wd
28990,4wd
7500,4wd
16995,4wd
18999,4wd
18590,fwd
4495,fwd
3500,4wd
10995,rwd
6995,fwd
20990,fwd
35653,4wd
10800,4wd
5000,fwd
12995,fwd
12598,fwd
28403,4wd
15999,4wd
29950,4wd
48590,4wd
13995,4wd
20900,4wd
5500,4wd
38995,4wd
43275,4wd
38990,rwd
48800,4wd
5288,fwd
6300,fwd
21500,4wd
10800,fwd
39500,rwd
2700,fwd
6495,fwd
13691,fwd
15990,fwd
12500,4wd
21995,4wd
16095,rwd
19590,rwd
59888,4wd
8995,fwd
28500,rwd
41500,4wd
15988,fwd
28900,4wd
23072,rwd
19950,4wd
33874,rwd
22000,rwd
5500,fwd
3999,fwd
17900,4wd
7950,4wd
21500,rwd
3500,4wd
20990,fwd
51990,4wd
29771,4wd
8500,fwd
22000,fwd
46888,4wd
6600,4wd
6000,4wd
4000,fwd
46998,fwd
15981,fwd
8999,fwd
6900,4wd
46447,4wd
12995,fwd
19990,fwd
2000,4wd
32995,4wd
2005,rwd
18000,4wd
7650,fwd
14000,rwd
12995,fwd
27566,fwd
10000,fwd
5900,fwd
994,4wd
3995,fwd
29590,4wd
19991,fwd
8990,4wd
16999,fwd
8999,4wd
52995,4wd
11998,fwd
32990,4wd
3900,fwd
12898,fwd
5950,fwd
16299,fwd
7900,4wd
10980,rwd
3650,4wd
57900,4wd
14500,fwd
15500,4wd
33000,rwd
17997,4wd
8988,4wd
4500,fwd
3500,fwd
37997,4wd
19999,rwd
34990,rwd
11000,rwd
5100,4wd
14900,4wd
17991,4wd
34657,4wd
22995,4wd
8900,4wd
10570,fwd
22441,fwd
1500,4wd
45900,rwd
1599,fwd
97,fwd
49950,4wd
16988,fwd
6900,fwd
25999,4wd
18000,rwd
750,fwd
61590,rwd
8500,4wd
28000,4wd
33990,4wd
40998,4wd
58977,4wd
3500,4wd
29590,rwd
34995,4wd
8200,4wd
209,rwd
33607,4wd
6950,4wd
2500,rwd
32988,4wd
23990,rwd
7950,4wd
7900,fwd
24997,fwd
27992,rwd
2900,fwd
7500,rwd
4200,fwd
6950,fwd
36590,rwd
35900,4wd
1500,4wd
21000,4wd
19995,4wd
3499,fwd
6990,fwd
25990,rwd
19590,fwd
5200,fwd
15995,fwd
5500,4wd
6495,4wd
6100,fwd
19995,4wd
8999,4wd
14900,4wd
5500,4wd
3300,4wd
9495,fwd
8999,4wd
12995,rwd
40990,fwd
13990,fwd
47944,4wd
12998,rwd
2300,fwd
4900,rwd
33264,fwd
63992,4wd
3695,fwd
19598,4wd
10999,4wd
31990,4wd
69998,rwd
35400,4wd
38995,4wd
23990,fwd
40000,4wd
32999,4wd
8000,fwd
8800,fwd
6300,fwd
26630,fwd
10995,fwd
24995,fwd
5000,4wd
11995,fwd
10990,fwd
25995,4wd
900,fwd
8500,4wd
39990,fwd
41750,4wd
13995,rwd
2200,4wd
11488,4wd
5452,fwd
19800,rwd
12500,4wd
15000,rwd
67498,rwd
9990,rwd
7500,rwd
8950,fwd
32990,rwd
49997,4wd
6400,fwd
43800,4wd
8980,rwd
13590,fwd
6999,fwd
26990,rwd
49990,4wd
26789,4wd
9000,fwd
11860,fwd
29997,4wd
12600,4wd
23900,4wd
36999,4wd
64995,4wd
21995,4wd
2000,fwd
31999,rwd
13000,fwd
7400,fwd
47900,4wd
40963,4wd
39999,4wd
59995,4wd
6495,fwd
6981,fwd
7499,fwd
4995,fwd
30990,4wd
24999,4wd
32988,fwd
29990,4wd
34995,4wd
11255,fwd
44598,4wd
39590,rwd
26990,rwd
29590,4wd
19999,4wd
38732,4wd
12995,4wd
9500,4wd
11000,fwd
18990,fwd
8795,fwd
23950,fwd
6900,rwd
48259,4wd
13877,fwd
25999,4wd
30990,4wd
31988,4wd
14500,rwd
15900,fwd
37161,4wd
15900,4wd
36998,rwd
20000,4wd
18990,rwd
30590,rwd
3500,fwd
39995,4wd
10800,fwd
24990,fwd
21330,4wd
13639,fwd
7000,rwd
17590,fwd
37998,4wd
18998,fwd
78580,4wd
39995,rwd
36990,fwd
44500,4wd
12999,4wd
24500,4wd
99950,rwd
5995,fwd
5995,fwd
18995,fwd
12884,4wd
4999,4wd
17590,fwd
25995,4wd
4500,fwd
27990,rwd
20990,4wd
37990,4wd
10990,fwd
7900,4wd
33990,fwd
11987,fwd
10970,fwd
59995,4wd
32991,4wd
4900,fwd
24959,fwd
24990,fwd
25590,fwd
38990,4wd
24415,rwd
3000,fwd
36990,4wd
15990,fwd
180,4wd
15000,fwd
12985,fwd
43990,rwd
67995,4wd
13995,4wd
12990,fwd
32990,rwd
5495,fwd
18337,fwd
65000,fwd
6295,fwd
3450,4wd
2000,rwd
15999,4wd
37999,4wd
9990,4wd
16998,4wd
14997,fwd
5995,4wd
6999,4wd
3995,fwd
11500,4wd
5995,4wd
8995,fwd
26500,4wd
6800,4wd
5850,4wd
4700,fwd
28997,4wd
21995,fwd
33990,rwd
13973,fwd
25990,4wd
21990,fwd
31990,4wd
4995,fwd
8999,fwd
26500,rwd
1,fwd
39750,4wd
25590,rwd
9000,4wd
3499,rwd
19995,rwd
15995,fwd
4400,fwd
15995,4wd
6950,fwd
23995,fwd
9400,fwd
39590,rwd
29500,4wd
11500,4wd
7500,rwd
3999,fwd
6995,fwd
4350,fwd
12995,4wd
15990,fwd
11500,fwd
75000,fwd
79,rwd
28900,4wd
131500,4wd
30990,rwd
20977,4wd
22950,4wd
3200,4wd
28788,4wd
6500,4wd
19995,4wd
11899,fwd
9995,4wd
5000,rwd
39995,4wd
7991,fwd
3995,fwd
33590,fwd
14495,fwd
27590,fwd
4500,fwd
2988,fwd
15000,4wd
17990,fwd
958,4wd
32995,4wd
18841,rwd
9595,fwd
23000,fwd
29850,rwd
33990,4wd
8995,fwd
29590,rwd
16590,fwd
13400,fwd
29990,4wd
36500,4wd
2700,fwd
11800,fwd
3900,fwd
5400,fwd
678,4wd
18990,fwd
3500,fwd
4900,fwd
19500,4wd
16500,rwd
3495,4wd
10900,fwd
12901,4wd
4900,fwd
25998,fwd
25426,4wd
10900,fwd
8000,4wd
22590,fwd
8590,fwd
44488,4wd
6999,4wd
14000,fwd
22643,4wd
99,fwd
35844,4wd
12999,rwd
5995,4wd
27000,4wd
11495,fwd
6500,4wd
39000,rwd
7500,4wd
10995,4wd
8500,fwd
13800,fwd
9200,rwd
17900,4wd
11480,4wd
39999,4wd
27549,4wd
29990,4wd
1000,4wd
2000,rwd
25999,4wd
22499,rwd
25000,4wd
5500,4wd
6995,fwd
12995,rwd
32990,rwd
21990,4wd
13990,4wd
546,4wd
32590,rwd
27990,fwd
50130,fwd
6995,fwd
1006,4wd
11625,fwd
3999,fwd
32990,4wd
195,fwd
15590,fwd
20995,4wd
18999,fwd
14900,4wd
9950,rwd
17590,fwd
9995,fwd
39999,4wd
21997,4wd
23000,4wd
20995,rwd
4468,fwd
4250,4wd
33500,4wd
24815,4wd
49900,4wd
5977,4wd
1900,rwd
1,4wd
15950,rwd
37900,4wd
35997,4wd
19499,fwd
8900,fwd
35000,rwd
31000,4wd
39990,rwd
42850,4wd
6598,fwd
4499,fwd
41590,fwd
24995,rwd
53999,4wd
29999,4wd
29590,fwd
30590,4wd
24958,fwd
13500,4wd
4395,4wd
10000,4wd
28000,4wd
8950,4wd
22000,4wd
1500,4wd
38995,fwd
23990,4wd
14990,fwd
33990,4wd
64999,4wd
4900,fwd
20590,fwd
11500,4wd
800,fwd
34990,fwd
28000,4wd
9,fwd
40590,4wd
3000,fwd
29965,4wd
42995,4wd
23995,rwd
9795,fwd
20990,4wd
12900,fwd
11787,fwd
8900,rwd
13000,4wd
6980,4wd
11400,4wd
38882,4wd
5947,fwd
1000,fwd
2877,4wd
10800,fwd
4999,fwd
8800,4wd
32421,rwd
37990,rwd
10900,fwd
12500,4wd
10000,rwd
39999,4wd
3000,4wd
17798,fwd
14995,rwd
13995,4wd
16995,4wd
6972,fwd
19999,4wd
32590,rwd
21500,rwd
10800,fwd
7950,fwd
53935,4wd
18995,4wd
19499,rwd
41998,4wd
15590,fwd
27499,4wd
6100,4wd
22909,rwd
5950,4wd
12450,fwd
18000,4wd
29990,rwd
8000,4wd
23590,rwd
15990,fwd
3000,4wd
13995,4wd
39995,4wd
39000,4wd
11995,fwd
57590,4wd
21998,fwd
27999,4wd
10950,fwd
29988,rwd
21945,4wd
46900,4wd
34990,rwd
4988,fwd
38590,4wd
1,4wd
19788,fwd
32900,rwd
10899,4wd
9600,4wd
5995,fwd
11931,fwd
23000,rwd
55410,fwd
3995,fwd
6500,rwd
11995,fwd
48999,4wd
11508,fwd
7999,fwd
4950,fwd
35998,4wd
4500,4wd
15995,4wd
4800,fwd
16990,rwd
20990,fwd
6395,fwd
17990,fwd
16000,rwd
46900,4wd
4900,fwd
72995,4wd
17500,4wd
6890,fwd
3500,fwd
8795,fwd
31995,4wd
5900,4wd
14450,fwd
6500,rwd
20995,4wd
17278,fwd
47590,4wd
10980,4wd
22850,4wd
28745,4wd
42991,rwd
40590,rwd
26995,4wd
11000,fwd
28990,fwd
29999,4wd
11990,rwd
20000,fwd
2000,4wd
14625,4wd
15590,fwd
4895,fwd
19995,fwd
13000,fwd
15995,rwd
26998,4wd
4999,fwd
7990,fwd
23000,4wd
5550,fwd
5890,4wd
9950,4wd
7950,fwd
10995,fwd
15999,fwd
3490,fwd
27995,4wd
14450,4wd
7000,4wd
5500,4wd
25695,fwd
19990,fwd
3000,rwd
13250,4wd
5800,4wd
55000,4wd
30488,4wd
58764,4wd
84999,4wd
9700,fwd
38590,rwd
5999,fwd
3400,fwd
36499,rwd
2600,fwd
13400,4wd
41990,4wd
61880,4wd
37490,4wd
32442,fwd
13475,fwd
26590,fwd
9990,fwd
7995,fwd
39500,rwd
59950,4wd
65471,4wd
13477,4wd
34990,4wd
5995,4wd
5706,fwd
11900,fwd
34999,4wd
12995,fwd
8500,fwd
19598,fwd
12850,4wd
82900,4wd
1900,fwd
23950,rwd
3500,4wd
2000,fwd
43999,4wd
21589,4wd
18980,rwd
19900,fwd
24990,fwd
34590,4wd
13750,fwd
49999,4wd
19990,4wd
19900,rwd
10000,4wd
10995,rwd
18500,rwd
29990,fwd
3500,fwd
6995,fwd
5999,rwd
12988,fwd
22995,fwd
7500,4wd
5995,fwd
563,4wd
10400,fwd
29999,4wd
6950,rwd
5850,4wd
8000,rwd
5495,fwd
33900,4wd
7550,4wd
11501,4wd
34999,4wd
8900,rwd
37500,4wd
20995,4wd
5700,4wd
8900,4wd
16590,fwd
27490,rwd
8488,4wd
23990,fwd
34590,4wd
7999,fwd
32990,rwd
8490,fwd
25900,4wd
7995,4wd
42000,4wd
26500,4wd
97995,4wd
34990,4wd
16590,fwd
17999,4wd
6850,fwd
11999,4wd
39990,4wd
41999,4wd
34590,4wd
35888,4wd
29981,fwd
10500,rwd
31590,4wd
21989,4wd
4250,4wd
198,4wd
7500,rwd
15000,4wd
32500,4wd
14990,fwd
39891,4wd
38990,4wd
6495,fwd
11900,fwd
5999,4wd
227,fwd
28590,4wd
5995,fwd
5000,fwd
14995,fwd
10000,4wd
3200,fwd
6450,fwd
23000,fwd
22994,fwd
16995,4wd
34999,4wd
5500,4wd
49900,4wd
29990,4wd
7995,fwd
3000,fwd
26999,4wd
12500,rwd
12900,fwd
41590,fwd
33999,4wd
37990,4wd
7500,fwd
14990,4wd
3600,fwd
6950,fwd
6695,fwd
14995,fwd
46859,4wd
20956,fwd
13995,fwd
6495,fwd
24999,fwd
10800,4wd
18590,fwd
25990,fwd
9000,rwd
8990,fwd
11950,4wd
8450,fwd
3995,4wd
24999,4wd
8989,fwd
12995,fwd
17250,4wd
16788,fwd
33980,4wd
5695,4wd
8999,rwd
10900,fwd
15995,fwd
3495,fwd
3200,4wd
8990,rwd
2500,4wd
35274,fwd
11399,fwd
14000,4wd
11500,4wd
4300,fwd
18999,fwd
29988,rwd
43547,4wd
10999,4wd
24590,fwd
17,4wd
23999,4wd
27950,rwd
12995,4wd
9988,fwd
14995,fwd
11288,fwd
27590,fwd
39990,4wd
29990,rwd
18883,fwd
15950,4wd
253,fwd
26000,4wd
5200,rwd
10499,4wd
9500,fwd
7900,fwd
1800,4wd
7995,fwd
5995,4wd
7999,fwd
7999,rwd
34590,4wd
33990,4wd
56999,4wd
37647,4wd
7850,fwd
608,4wd
5995,fwd
66995,4wd
8995,4wd
34590,4wd
3990,fwd
5823,fwd
20895,4wd
7995,fwd
38300,rwd
7600,4wd
15998,fwd
1499,4wd
7800,4wd
9500,fwd
31990,4wd
26990,fwd
14999,fwd
8995,rwd
7495,fwd
5833,fwd
9187,fwd
39488,4wd
6900,4wd
299,4wd
7995,fwd
32995,rwd
31990,rwd
6499,fwd
4500,fwd
29990,4wd
3995,fwd
4800,rwd
18990,fwd
17590,fwd
11500,rwd
28990,4wd
43990,4wd
18998,fwd
23995,4wd
8070,fwd
36590,4wd
1,4wd
32950,4wd
17990,fwd
18700,fwd
26494,4wd
5900,fwd
10495,rwd
3500,fwd
9998,4wd
37777,4wd
4950,fwd
44998,4wd
2300,fwd
42999,4wd
7500,fwd
24785,4wd
4900,4wd
54999,4wd
19998,rwd
21425,4wd
14800,fwd
16990,fwd
43995,4wd
5600,rwd
25995,4wd
11000,4wd
30000,4wd
39999,4wd
10200,fwd
4600,fwd
5500,fwd
8372,fwd
10900,fwd
23990,fwd
7500,4wd
27500,4wd
15000,4wd
28995,4wd
39115,fwd
27998,rwd
27990,4wd
6000,fwd
31995,rwd
10995,rwd
30900,fwd
14500,fwd
4995,fwd
9800,4wd
43999,4wd
58998,4wd
44995,rwd
10497,rwd
799,rwd
15900,4wd
8990,rwd
14546,fwd
19900,4wd
7900,4wd
30500,4wd
41995,4wd
26590,fwd
19888,4wd
20995,rwd
4800,fwd
17800,fwd
3800,fwd
1000,rwd
1,4wd
4999,fwd
26990,fwd
24590,rwd
26590,fwd
5900,rwd
15590,fwd
5495,fwd
10995,rwd
35500,4wd
5000,fwd
18000,4wd
12500,4wd
3450,fwd
19990,4wd
3950,fwd
11300,4wd
10995,fwd
14200,4wd
12995,fwd
10500,4wd
29900,rwd
5900,fwd
33995,rwd
7995,fwd
4559,rwd
5500,rwd
4495,rwd
15888,fwd
32990,rwd
16590,fwd
8995,4wd
27990,rwd
1500,4wd
41900,4wd
12791,fwd
34590,4wd
7900,fwd
27654,rwd
15995,4wd
6000,4wd
35590,4wd
46501,4wd
7800,fwd
9800,fwd
12500,4wd
15497,rwd
32900,4wd
25000,4wd
8995,fwd
6500,4wd
68777,4wd
18590,fwd
8990,fwd
33877,fwd
34499,4wd
5499,4wd
3800,fwd
10998,fwd
1200,4wd
53977,4wd
5200,fwd
20995,4wd
3500,fwd
9895,fwd
7295,fwd
8400,fwd
13999,4wd
21990,4wd
15590,fwd
16995,fwd
41852,4wd
34990,fwd
7900,rwd
30500,4wd
11500,fwd
4800,4wd
4495,fwd
15990,fwd
4500,4wd
34990,4wd
15990,fwd
7950,fwd
13500,4wd
28488,4wd
8900,4wd
12850,4wd
5591,fwd
19975,4wd
29990,4wd
33995,4wd
12899,rwd
34590,4wd
5000,fwd
6200,fwd
41590,fwd
21888,4wd
18987,rwd
31590,rwd
8500,4wd
19480,4wd
4500,fwd
12995,fwd
31888,4wd
6000,4wd
18498,4wd
8160,fwd
9999,4wd
17995,4wd
7999,fwd
9941,fwd
7495,fwd
65000,rwd
18500,4wd
6000,fwd
18900,fwd
4950,4wd
36590,rwd
4700,fwd
21000,fwd
7600,fwd
15900,fwd
31506,rwd
9999,fwd
15750,4wd
32995,4wd
6900,fwd
369,4wd
8450,4wd
10995,4wd
21950,4wd
13500,4wd
19850,rwd
5500,4wd
296,rwd
1850,rwd
14600,4wd
755,fwd
35495,rwd
4500,rwd
19900,rwd
25995,4wd
3991,fwd
31590,fwd
7991,fwd
16590,fwd
16500,4wd
20288,rwd
3500,rwd
19990,fwd
14800,rwd
18990,rwd
55995,4wd
5950,fwd
12950,4wd
8990,fwd
12000,fwd
11995,4wd
8500,4wd
12500,fwd
7900,4wd
17590,fwd
17995,4wd
6500,fwd
12977,fwd
8500,fwd
32405,4wd
25590,fwd
10995,4wd
19500,rwd
12300,fwd
19990,fwd
6759,fwd
38995,4wd
6499,4wd
16990,fwd
18990,fwd
5950,4wd
9000,4wd
5500,fwd
12900,4wd
17500,fwd
21463,fwd
9634,fwd
24995,4wd
9995,4wd
23809,4wd
30990,rwd
5495,fwd
12000,4wd
5300,4wd
2900,rwd
44900,fwd
10000,fwd
16850,4wd
20000,4wd
5500,rwd
11590,fwd
18938,fwd
6995,fwd
8750,rwd
3999,fwd
15990,fwd
68999,4wd
12977,rwd
10500,rwd
5950,4wd
34995,4wd
34995,4wd
27590,fwd
8500,fwd
14990,rwd
6500,rwd
3990,fwd
18999,4wd
24995,4wd
30995,rwd
31000,4wd
17990,rwd
321,4wd
51180,rwd
13488,fwd
8995,4wd
18900,fwd
37995,4wd
6500,fwd
30990,fwd
34999,4wd
25590,rwd
17957,4wd
17999,4wd
22950,fwd
25977,4wd
16477,4wd
295,fwd
4975,fwd
12900,4wd
6990,fwd
4000,fwd
34990,4wd
8975,fwd
30990,rwd
14999,rwd
20495,rwd
1000,fwd
5999,4wd
9999,fwd
24980,4wd
7000,rwd
9495,4wd
18590,fwd
33900,4wd
13950,4wd
14999,rwd
31990,4wd
49995,4wd
6940,rwd
84995,4wd
6499,fwd
5195,fwd
13775,fwd
50995,4wd
29995,fwd
21950,4wd
30990,4wd
3495,rwd
4200,fwd
2999,fwd
38990,4wd
18590,fwd
48500,4wd
18800,fwd
12995,4wd
9300,fwd
10995,fwd
11900,4wd
7495,fwd
18990,fwd
24901,fwd
22985,4wd
15950,fwd
44995,4wd
16999,4wd
38128,4wd
2499,4wd
7500,4wd
25977,4wd
4000,rwd
12800,rwd
29990,4wd
23995,4wd
9495,fwd
43500,rwd
28883,rwd
34990,4wd
5200,4wd
9995,fwd
15000,4wd
43788,4wd
8999,fwd
4995,rwd
19988,fwd
46977,4wd
1,4wd
26998,rwd
3750,rwd
39999,4wd
24980,4wd
46888,4wd
5950,4wd
35990,4wd
3200,fwd
57000,fwd
6500,fwd
8796,fwd
20000,4wd
6500,fwd
26995,fwd
8900,4wd
15000,4wd
10780,fwd
6476,fwd
3499,4wd
41500,4wd
23590,fwd
33488,rwd
23977,4wd
5995,fwd
24850,rwd
4500,rwd
14324,fwd
14985,4wd
25990,4wd
19999,4wd
14000,fwd
3750,fwd
16590,fwd
29000,rwd
2900,fwd
3500,rwd
10995,4wd
8000,4wd
21998,4wd
7995,fwd
13990,fwd
3995,4wd
59999,4wd
9500,4wd
13500,rwd
8950,fwd
4600,fwd
4995,fwd
15900,fwd
20990,fwd
3300,4wd
3700,fwd
79900,fwd
24990,rwd
25000,fwd
57988,4wd
31999,rwd
29990,4wd
34900,4wd
10500,rwd
27995,4wd
2750,fwd
11000,rwd
17999,4wd
2498,fwd
11950,fwd
25980,4wd
13000,rwd
11800,4wd
24990,fwd
34900,4wd
21590,fwd
69999,4wd
163,4wd
9000,fwd
34500,4wd
19649,fwd
6900,4wd
12995,4wd
13500,rwd
33995,rwd
120000,rwd
12988,fwd
19999,4wd
20998,4wd
11900,fwd
7950,4wd
2000,fwd
4100,fwd
49500,4wd
31590,fwd
7995,4wd
342,4wd
5750,4wd
14977,fwd
24999,rwd
22999,fwd
14900,fwd
8990,4wd
36590,fwd
18590,fwd
1,rwd
29990,4wd
4999,fwd
6888,fwd
19995,4wd
6450,4wd
24990,rwd
328,fwd
6500,4wd
31000,4wd
8429,fwd
5000,fwd
6900,fwd
54572,4wd
12950,4wd
23995,4wd
6750,fwd
20995,4wd
14995,fwd
19980,4wd
13995,fwd
28792,rwd
15590,fwd
3695,rwd
11900,fwd
85,fwd
36990,rwd
8800,4wd
20990,fwd
9495,4wd
12950,4wd
10950,4wd
36900,rwd
27990,rwd
19949,4wd
15900,4wd
6999,fwd
31580,4wd
17590,fwd
15990,fwd
29995,4wd
24500,4wd
5000,fwd
26990,rwd
19998,fwd
12750,fwd
19495,4wd
22990,fwd
22990,rwd
19590,fwd
18995,fwd
17995,fwd
26500,rwd
17952,rwd
18900,4wd
1500,fwd
39900,fwd
8990,4wd
2900,fwd
27999,4wd
8999,fwd
14900,4wd
45989,rwd
1300,fwd
9734,fwd
37990,rwd
24950,rwd
27590,rwd
4300,fwd
34990,4wd
6900,4wd
7100,4wd
22900,4wd
9995,rwd
563,4wd
15988,fwd
127,rwd
14355,fwd
